"Notes"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Alcoholic cirrhosis of liver"	"K70.3"	74	3417357	2.2	1.7
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Alcoholic hepatic failure"	"K70.4"	17	3417357	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Alcoholic liver disease, unspecified"	"K70.9"	17	3417357	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	16	3417357	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	97	3417357	2.8	3.0
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	352	3417357	10.3	10.8
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Accidental poisoning by and exposure to alcohol"	"X45"	13	3417357	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	32	3417357	0.9	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	25	3417357	0.7	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	28	3419940	0.8	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	32	3419940	0.9	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	20	3419940	0.6	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	25	3419940	0.7	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	"Alcoholic hepatitis"	"K70.1"	11	3419940	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	"Alcoholic cirrhosis of liver"	"K70.3"	119	3419940	3.5	2.8
	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	"Alcoholic hepatic failure"	"K70.4"	14	3419940	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	"Alcoholic liver disease, unspecified"	"K70.9"	15	3419940	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	16	3419940	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	156	3419940	4.6	4.7
	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	401	3419940	11.7	12.1
	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	"Accidental poisoning by and exposure to alcohol"	"X45"	17	3419940	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	40	3419940	1.2	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	19	3419940	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2015"	"2015"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	15	3418094	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2015"	"2015"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	21	3418094	0.6	0.5
	"Alabama"	"01"	"White"	"2106-3"	"2015"	"2015"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	11	3418094	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2015"	"2015"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	25	3418094	0.7	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2015"	"2015"	"Alcoholic hepatitis"	"K70.1"	18	3418094	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2015"	"2015"	"Alcoholic cirrhosis of liver"	"K70.3"	136	3418094	4.0	3.3
	"Alabama"	"01"	"White"	"2106-3"	"2015"	"2015"	"Alcoholic hepatic failure"	"K70.4"	12	3418094	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2015"	"2015"	"Alcoholic liver disease, unspecified"	"K70.9"	20	3418094	0.6	0.5
	"Alabama"	"01"	"White"	"2106-3"	"2015"	"2015"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	28	3418094	0.8	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2015"	"2015"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	180	3418094	5.3	5.7
	"Alabama"	"01"	"White"	"2106-3"	"2015"	"2015"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	372	3418094	10.9	11.3
	"Alabama"	"01"	"White"	"2106-3"	"2015"	"2015"	"Accidental poisoning by and exposure to alcohol"	"X45"	16	3418094	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2015"	"2015"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	32	3418094	0.9	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2015"	"2015"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	26	3418094	0.8	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2016"	"2016"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	25	3416909	0.7	0.5
	"Alabama"	"01"	"White"	"2106-3"	"2016"	"2016"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	40	3416909	1.2	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2016"	"2016"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	28	3416909	0.8	0.5
	"Alabama"	"01"	"White"	"2106-3"	"2016"	"2016"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	21	3416909	0.6	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2016"	"2016"	"Alcoholic hepatitis"	"K70.1"	22	3416909	0.6	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2016"	"2016"	"Alcoholic cirrhosis of liver"	"K70.3"	149	3416909	4.4	3.5
	"Alabama"	"01"	"White"	"2106-3"	"2016"	"2016"	"Alcoholic hepatic failure"	"K70.4"	12	3416909	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2016"	"2016"	"Alcoholic liver disease, unspecified"	"K70.9"	23	3416909	0.7	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2016"	"2016"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	32	3416909	0.9	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2016"	"2016"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	195	3416909	5.7	6.2
	"Alabama"	"01"	"White"	"2106-3"	"2016"	"2016"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	346	3416909	10.1	10.7
	"Alabama"	"01"	"White"	"2106-3"	"2016"	"2016"	"Accidental poisoning by and exposure to alcohol"	"X45"	18	3416909	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2016"	"2016"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	32	3416909	0.9	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2016"	"2016"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	14	3416909	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2017"	"2017"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	40	3419705	1.2	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2017"	"2017"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	47	3419705	1.4	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2017"	"2017"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	45	3419705	1.3	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2017"	"2017"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	31	3419705	0.9	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2017"	"2017"	"Alcoholic hepatitis"	"K70.1"	20	3419705	0.6	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2017"	"2017"	"Alcoholic cirrhosis of liver"	"K70.3"	150	3419705	4.4	3.5
	"Alabama"	"01"	"White"	"2106-3"	"2017"	"2017"	"Alcoholic liver disease, unspecified"	"K70.9"	16	3419705	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2017"	"2017"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	62	3419705	1.8	2.0
	"Alabama"	"01"	"White"	"2106-3"	"2017"	"2017"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	194	3419705	5.7	6.1
	"Alabama"	"01"	"White"	"2106-3"	"2017"	"2017"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	368	3419705	10.8	11.4
	"Alabama"	"01"	"White"	"2106-3"	"2017"	"2017"	"Accidental poisoning by and exposure to alcohol"	"X45"	18	3419705	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2017"	"2017"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	38	3419705	1.1	1.2
	"Alabama"	"01"	"White"	"2106-3"	"2017"	"2017"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	20	3419705	0.6	0.5
	"Alabama"	"01"	"White"	"2106-3"	"2018"	"2018"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	25	3426745	0.7	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2018"	"2018"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	51	3426745	1.5	1.2
	"Alabama"	"01"	"White"	"2106-3"	"2018"	"2018"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	34	3426745	1.0	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2018"	"2018"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	23	3426745	0.7	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2018"	"2018"	"Alcoholic hepatitis"	"K70.1"	15	3426745	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2018"	"2018"	"Alcoholic cirrhosis of liver"	"K70.3"	175	3426745	5.1	4.0
	"Alabama"	"01"	"White"	"2106-3"	"2018"	"2018"	"Alcoholic hepatic failure"	"K70.4"	10	3426745	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2018"	"2018"	"Alcoholic liver disease, unspecified"	"K70.9"	13	3426745	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2018"	"2018"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	81	3426745	2.4	2.6
	"Alabama"	"01"	"White"	"2106-3"	"2018"	"2018"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	180	3426745	5.3	5.8
	"Alabama"	"01"	"White"	"2106-3"	"2018"	"2018"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	294	3426745	8.6	9.1
	"Alabama"	"01"	"White"	"2106-3"	"2018"	"2018"	"Accidental poisoning by and exposure to alcohol"	"X45"	23	3426745	0.7	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2018"	"2018"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	11	3426745	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2018"	"2018"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	10	3426745	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2018"	"2018"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	29	3426745	0.8	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2018"	"2018"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	10	3426745	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2018"	"2018"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	13	3426745	Unreliable	Unreliable
	"Alaska"	"02"	"White"	"2106-3"	"1999"	"1999"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	462052	Unreliable	Unreliable
	"Alaska"	"02"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	21	460782	4.6	5.1
	"Alaska"	"02"	"White"	"2106-3"	"2000"	"2000"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	460782	Unreliable	Unreliable
	"Alaska"	"02"	"White"	"2106-3"	"2001"	"2001"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	16	463818	Unreliable	Unreliable
	"Alaska"	"02"	"White"	"2106-3"	"2001"	"2001"	"Alcoholic cirrhosis of liver"	"K70.3"	11	463818	Unreliable	Unreliable
	"Alaska"	"02"	"White"	"2106-3"	"2001"	"2001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	463818	Unreliable	Unreliable
	"Alaska"	"02"	"White"	"2106-3"	"2001"	"2001"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	28	463818	6.0	5.6
	"Alaska"	"02"	"White"	"2106-3"	"2002"	"2002"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	23	468708	4.9	4.7
	"Alaska"	"02"	"White"	"2106-3"	"2002"	"2002"	"Alcoholic cirrhosis of liver"	"K70.3"	13	468708	Unreliable	Unreliable
	"Alaska"	"02"	"White"	"2106-3"	"2002"	"2002"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	50	468708	10.7	9.4
	"Alaska"	"02"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	28	471541	5.9	5.8
	"Alaska"	"02"	"White"	"2106-3"	"2003"	"2003"	"Alcoholic cirrhosis of liver"	"K70.3"	18	471541	Unreliable	Unreliable
	"Alaska"	"02"	"White"	"2106-3"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	42	471541	8.9	8.3
	"Alaska"	"02"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	20	478466	4.2	3.8
	"Alaska"	"02"	"White"	"2106-3"	"2004"	"2004"	"Alcoholic cirrhosis of liver"	"K70.3"	11	478466	Unreliable	Unreliable
	"Alaska"	"02"	"White"	"2106-3"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	46	478466	9.6	9.2
	"Alaska"	"02"	"White"	"2106-3"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	10	478466	Unreliable	Unreliable
	"Alaska"	"02"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	11	482692	Unreliable	Unreliable
	"Alaska"	"02"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	23	482692	4.8	4.9
	"Alaska"	"02"	"White"	"2106-3"	"2005"	"2005"	"Alcoholic cirrhosis of liver"	"K70.3"	18	482692	Unreliable	Unreliable
	"Alaska"	"02"	"White"	"2106-3"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	482692	Unreliable	Unreliable
	"Alaska"	"02"	"White"	"2106-3"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	31	482692	6.4	5.9
	"Alaska"	"02"	"White"	"2106-3"	"2006"	"2006"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	20	487954	4.1	3.8
	"Alaska"	"02"	"White"	"2106-3"	"2006"	"2006"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	27	487954	5.5	5.5
	"Alaska"	"02"	"White"	"2106-3"	"2006"	"2006"	"Alcoholic cirrhosis of liver"	"K70.3"	17	487954	Unreliable	Unreliable
	"Alaska"	"02"	"White"	"2106-3"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24	487954	4.9	4.6
	"Alaska"	"02"	"White"	"2106-3"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	30	487954	6.1	5.6
	"Alaska"	"02"	"White"	"2106-3"	"2007"	"2007"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	19	490413	Unreliable	Unreliable
	"Alaska"	"02"	"White"	"2106-3"	"2007"	"2007"	"Alcoholic cirrhosis of liver"	"K70.3"	15	490413	Unreliable	Unreliable
	"Alaska"	"02"	"White"	"2106-3"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	490413	Unreliable	Unreliable
	"Alaska"	"02"	"White"	"2106-3"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	35	490413	7.1	6.8
	"Alaska"	"02"	"White"	"2106-3"	"2008"	"2008"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	13	493965	Unreliable	Unreliable
	"Alaska"	"02"	"White"	"2106-3"	"2008"	"2008"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	20	493965	4.0	3.8
	"Alaska"	"02"	"White"	"2106-3"	"2008"	"2008"	"Alcoholic cirrhosis of liver"	"K70.3"	13	493965	Unreliable	Unreliable
	"Alaska"	"02"	"White"	"2106-3"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	493965	5.5	5.2
	"Alaska"	"02"	"White"	"2106-3"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	37	493965	7.5	7.2
